Results for illegal audios:

    audio name = 260-123286-0008.wav, index = 23, energy = 0.000000
    audio name = 237-126133-0012.wav, index = 117, energy = 0.001357
    audio name = 237-126133-0001.wav, index = 986, energy = 0.001505
    audio name = 237-126133-0018.wav, index = 406, energy = 0.001657
    audio name = 237-126133-0000.wav, index = 513, energy = 0.001275
    audio name = 237-126133-0007.wav, index = 234, energy = 0.001498
    audio name = 237-126133-0013.wav, index = 527, energy = 0.001238
    audio name = 237-126133-0010.wav, index = 124, energy = 0.001002
    audio name = 237-126133-0016.wav, index = 127, energy = 0.001771
    audio name = 237-126133-0008.wav, index = 54, energy = 0.001549
    audio name = 237-126133-0019.wav, index = 30, energy = 0.001433
    audio name = 237-126133-0004.wav, index = 9, energy = 0.002141
    audio name = 237-126133-0024.wav, index = 469, energy = 0.001839
    audio name = 237-126133-0022.wav, index = 119, energy = 0.001496
    audio name = 237-126133-0006.wav, index = 348, energy = 0.001744
    audio name = 237-126133-0021.wav, index = 84, energy = 0.001638
    audio name = 237-126133-0005.wav, index = 471, energy = 0.001543
    audio name = 237-126133-0011.wav, index = 299, energy = 0.001686
    audio name = 237-126133-0014.wav, index = 503, energy = 0.001445
    audio name = 237-126133-0009.wav, index = 49, energy = 0.002074
    audio name = 237-126133-0017.wav, index = 359, energy = 0.001521
    audio name = 237-126133-0003.wav, index = 90, energy = 0.001191
    audio name = 237-126133-0002.wav, index = 856, energy = 0.001163
    audio name = 237-126133-0020.wav, index = 65, energy = 0.001828
    audio name = 6930-75918-0020.wav, index = 1314, energy = 0.001318
    audio name = 6930-76324-0000.wav, index = 207, energy = 0.002183
    audio name = 6930-75918-0004.wav, index = 642, energy = 0.001569
    audio name = 6930-76324-0002.wav, index = 15, energy = 0.002117
    audio name = 6930-75918-0011.wav, index = 24, energy = 0.001766
    audio name = 6930-75918-0017.wav, index = 13, energy = 0.001314
    audio name = 6930-75918-0006.wav, index = 203, energy = 0.001840
    audio name = 6930-75918-0000.wav, index = 154, energy = 0.001670
    audio name = 6930-76324-0003.wav, index = 267, energy = 0.002114
    audio name = 6930-75918-0010.wav, index = 27, energy = 0.001498
    audio name = 6930-75918-0007.wav, index = 56, energy = 0.001866
    audio name = 6930-75918-0001.wav, index = 969, energy = 0.001208
    audio name = 6930-75918-0016.wav, index = 565, energy = 0.001044
    audio name = 6930-75918-0008.wav, index = 468, energy = 0.001882
    audio name = 6930-75918-0015.wav, index = 577, energy = 0.002171
    audio name = 6930-76324-0001.wav, index = 107, energy = 0.001823
    audio name = 6930-75918-0013.wav, index = 4, energy = 0.001619
    audio name = 6930-75918-0002.wav, index = 384, energy = 0.001402
    audio name = 6930-75918-0014.wav, index = 745, energy = 0.001073
    audio name = 6930-75918-0009.wav, index = 566, energy = 0.001138
    audio name = 6930-75918-0005.wav, index = 948, energy = 0.001581
    audio name = 6930-75918-0018.wav, index = 551, energy = 0.002001
    audio name = 6930-75918-0012.wav, index = 158, energy = 0.001641
    audio name = 6930-75918-0003.wav, index = 1150, energy = 0.001257
    audio name = 6930-75918-0019.wav, index = 36, energy = 0.001612


spk = 4446

  Results for legal audios:

    audio name = 4446-2275-0037.wav, index = 41, energy = 0.000027
    audio name = 4446-2273-0019.wav, index = 291, energy = 0.000030
    audio name = 4446-2273-0010.wav, index = 1088, energy = 0.000022
    audio name = 4446-2273-0008.wav, index = 314, energy = 0.000015
    audio name = 4446-2271-0009.wav, index = 112, energy = 0.000005
    audio name = 4446-2275-0004.wav, index = 10, energy = 0.000021
    audio name = 4446-2275-0009.wav, index = 11, energy = 0.000031
    audio name = 4446-2275-0032.wav, index = 142, energy = 0.000031
    audio name = 4446-2271-0002.wav, index = 7, energy = 0.000007
    audio name = 4446-2275-0029.wav, index = 13, energy = 0.000023
    audio name = 4446-2275-0002.wav, index = 733, energy = 0.000022
    audio name = 4446-2271-0004.wav, index = 125, energy = 0.000004
    audio name = 4446-2273-0022.wav, index = 352, energy = 0.000015
    audio name = 4446-2275-0007.wav, index = 1, energy = 0.000030
    audio name = 4446-2271-0008.wav, index = 528, energy = 0.000006
    audio name = 4446-2271-0003.wav, index = 341, energy = 0.000007
    audio name = 4446-2273-0015.wav, index = 34, energy = 0.000019
    audio name = 4446-2273-0025.wav, index = 360, energy = 0.000037
    audio name = 4446-2275-0010.wav, index = 0, energy = 0.000027
    audio name = 4446-2271-0012.wav, index = 11, energy = 0.000007
    audio name = 4446-2275-0025.wav, index = 17, energy = 0.000029
    audio name = 4446-2271-0022.wav, index = 63, energy = 0.000006
    audio name = 4446-2273-0005.wav, index = 29, energy = 0.000035
    audio name = 4446-2275-0039.wav, index = 186, energy = 0.000030
    audio name = 4446-2271-0014.wav, index = 88, energy = 0.000006
    audio name = 4446-2271-0000.wav, index = 186, energy = 0.000007
    audio name = 4446-2271-0005.wav, index = 8, energy = 0.000007
    audio name = 4446-2275-0028.wav, index = 185, energy = 0.000032
    audio name = 4446-2273-0026.wav, index = 94, energy = 0.000034
    audio name = 4446-2271-0010.wav, index = 90, energy = 0.000008
    audio name = 4446-2273-0023.wav, index = 600, energy = 0.000038
    audio name = 4446-2273-0012.wav, index = 5, energy = 0.000031
    audio name = 4446-2273-0034.wav, index = 328, energy = 0.000017
    audio name = 4446-2271-0001.wav, index = 590, energy = 0.000007
    audio name = 4446-2275-0035.wav, index = 23, energy = 0.000025
    audio name = 4446-2275-0034.wav, index = 287, energy = 0.000034
    audio name = 4446-2273-0011.wav, index = 254, energy = 0.000021
    audio name = 4446-2273-0021.wav, index = 24, energy = 0.000013
    audio name = 4446-2271-0020.wav, index = 530, energy = 0.000006
    audio name = 4446-2275-0018.wav, index = 224, energy = 0.000029
    audio name = 4446-2271-0023.wav, index = 114, energy = 0.000006
    audio name = 4446-2275-0012.wav, index = 586, energy = 0.000029
    audio name = 4446-2271-0006.wav, index = 276, energy = 0.000007
    audio name = 4446-2275-0017.wav, index = 231, energy = 0.000030
    audio name = 4446-2275-0000.wav, index = 443, energy = 0.000032
    audio name = 4446-2275-0043.wav, index = 4, energy = 0.000027
    audio name = 4446-2271-0018.wav, index = 385, energy = 0.000005
    audio name = 4446-2275-0013.wav, index = 347, energy = 0.000026
    audio name = 4446-2273-0032.wav, index = 551, energy = 0.000028
    audio name = 4446-2275-0016.wav, index = 3, energy = 0.000028
    audio name = 4446-2271-0024.wav, index = 98, energy = 0.000008
    audio name = 4446-2275-0041.wav, index = 465, energy = 0.000023
    audio name = 4446-2273-0018.wav, index = 27, energy = 0.000021
    audio name = 4446-2273-0016.wav, index = 239, energy = 0.000022
    audio name = 4446-2275-0006.wav, index = 89, energy = 0.000046
    audio name = 4446-2271-0017.wav, index = 328, energy = 0.000006
    audio name = 4446-2273-0017.wav, index = 24, energy = 0.000030
    audio name = 4446-2273-0035.wav, index = 331, energy = 0.000020
    audio name = 4446-2273-0000.wav, index = 874, energy = 0.000015
    audio name = 4446-2275-0011.wav, index = 12, energy = 0.000029
    audio name = 4446-2273-0003.wav, index = 12, energy = 0.000017
    audio name = 4446-2273-0033.wav, index = 49, energy = 0.000019
    audio name = 4446-2273-0029.wav, index = 310, energy = 0.000017
    audio name = 4446-2275-0022.wav, index = 310, energy = 0.000021
    audio name = 4446-2275-0019.wav, index = 25, energy = 0.000023
    audio name = 4446-2273-0014.wav, index = 21, energy = 0.000042
    audio name = 4446-2275-0038.wav, index = 432, energy = 0.000025
    audio name = 4446-2275-0040.wav, index = 91, energy = 0.000027
    audio name = 4446-2273-0028.wav, index = 13, energy = 0.000017
    audio name = 4446-2273-0004.wav, index = 506, energy = 0.000016
    audio name = 4446-2271-0007.wav, index = 26, energy = 0.000009
    audio name = 4446-2275-0014.wav, index = 22, energy = 0.000026
    audio name = 4446-2273-0030.wav, index = 157, energy = 0.000032
    audio name = 4446-2271-0021.wav, index = 20, energy = 0.000008
    audio name = 4446-2275-0026.wav, index = 258, energy = 0.000029
    audio name = 4446-2275-0030.wav, index = 255, energy = 0.000032
    audio name = 4446-2275-0027.wav, index = 280, energy = 0.000026
    audio name = 4446-2273-0013.wav, index = 232, energy = 0.000018
    audio name = 4446-2273-0036.wav, index = 261, energy = 0.000036
    audio name = 4446-2275-0042.wav, index = 22, energy = 0.000023
    audio name = 4446-2275-0031.wav, index = 21, energy = 0.000023
    audio name = 4446-2275-0036.wav, index = 25, energy = 0.000041
    audio name = 4446-2271-0011.wav, index = 383, energy = 0.000007
    audio name = 4446-2271-0015.wav, index = 93, energy = 0.000006
    audio name = 4446-2273-0002.wav, index = 74, energy = 0.000038
    audio name = 4446-2275-0015.wav, index = 285, energy = 0.000030
    audio name = 4446-2273-0020.wav, index = 0, energy = 0.000016
    audio name = 4446-2273-0027.wav, index = 218, energy = 0.000043
    audio name = 4446-2275-0020.wav, index = 258, energy = 0.000025
    audio name = 4446-2275-0023.wav, index = 21, energy = 0.000018
    audio name = 4446-2273-0006.wav, index = 4, energy = 0.000034
    audio name = 4446-2271-0019.wav, index = 34, energy = 0.000005
    audio name = 4446-2273-0007.wav, index = 294, energy = 0.000020
    audio name = 4446-2271-0016.wav, index = 392, energy = 0.000004
    audio name = 4446-2271-0013.wav, index = 329, energy = 0.000007
    audio name = 4446-2275-0003.wav, index = 27, energy = 0.000021
    audio name = 4446-2275-0001.wav, index = 2, energy = 0.000035
    audio name = 4446-2273-0024.wav, index = 276, energy = 0.000018
    audio name = 4446-2275-0005.wav, index = 418, energy = 0.000031
    audio name = 4446-2275-0008.wav, index = 409, energy = 0.000025
    audio name = 4446-2273-0001.wav, index = 119, energy = 0.000034
    audio name = 4446-2275-0024.wav, index = 25, energy = 0.000034
    audio name = 4446-2275-0033.wav, index = 639, energy = 0.000025
    audio name = 4446-2273-0009.wav, index = 245, energy = 0.000033
    audio name = 4446-2273-0031.wav, index = 154, energy = 0.000036

  Results for adversarial audios:

    audio name = 260-123286-0008.wav, index = 355, energy = 0.001386
    audio name = 260-123286-0019.wav, index = 255, energy = 0.001059
    audio name = 260-123286-0003.wav, index = 365, energy = 0.001657
    audio name = 260-123286-0005.wav, index = 212, energy = 0.000930
    audio name = 260-123286-0014.wav, index = 23, energy = 0.002044
    audio name = 260-123286-0016.wav, index = 681, energy = 0.000980
    audio name = 260-123286-0015.wav, index = 485, energy = 0.001565
    audio name = 260-123286-0018.wav, index = 29, energy = 0.001201
    audio name = 260-123286-0012.wav, index = 217, energy = 0.002315
    audio name = 260-123286-0009.wav, index = 18, energy = 0.001372
    audio name = 260-123286-0013.wav, index = 131, energy = 0.001345
    audio name = 260-123286-0022.wav, index = 201, energy = 0.001028
    audio name = 260-123286-0002.wav, index = 623, energy = 0.001139
    audio name = 260-123286-0024.wav, index = 143, energy = 0.001157
    audio name = 260-123286-0017.wav, index = 382, energy = 0.001206
    audio name = 260-123286-0004.wav, index = 97, energy = 0.001377
    audio name = 260-123286-0023.wav, index = 408, energy = 0.001087
    audio name = 260-123286-0011.wav, index = 259, energy = 0.001492
    audio name = 260-123286-0007.wav, index = 440, energy = 0.000938
    audio name = 260-123286-0006.wav, index = 704, energy = 0.001096
    audio name = 6829-68769-0017.wav, index = 10, energy = 0.001982
    audio name = 6829-68769-0014.wav, index = 19, energy = 0.001971
    audio name = 6829-68769-0010.wav, index = 300, energy = 0.002119
    audio name = 6829-68769-0000.wav, index = 635, energy = 0.001550
    audio name = 6829-68769-0005.wav, index = 356, energy = 0.002259
    audio name = 6829-68769-0019.wav, index = 218, energy = 0.001305
    audio name = 6829-68769-0003.wav, index = 7, energy = 0.002458
    audio name = 6829-68769-0016.wav, index = 406, energy = 0.002491
    audio name = 6829-68769-0024.wav, index = 475, energy = 0.001567
    audio name = 6829-68769-0009.wav, index = 411, energy = 0.001213
    audio name = 6829-68769-0011.wav, index = 446, energy = 0.002567
    audio name = 6829-68769-0002.wav, index = 191, energy = 0.001514
    audio name = 6829-68769-0015.wav, index = 4, energy = 0.000852
    audio name = 6829-68769-0012.wav, index = 413, energy = 0.002274
    audio name = 237-126133-0015.wav, index = 25, energy = 0.001517
    audio name = 237-126133-0023.wav, index = 157, energy = 0.001091
    audio name = 237-126133-0012.wav, index = 222, energy = 0.001016
    audio name = 237-126133-0001.wav, index = 1110, energy = 0.000995
    audio name = 237-126133-0018.wav, index = 367, energy = 0.001615
    audio name = 237-126133-0000.wav, index = 448, energy = 0.000873
    audio name = 237-126133-0007.wav, index = 669, energy = 0.000999
    audio name = 237-126133-0013.wav, index = 644, energy = 0.001315
    audio name = 237-126133-0010.wav, index = 208, energy = 0.000992
    audio name = 237-126133-0016.wav, index = 241, energy = 0.002039
    audio name = 237-126133-0008.wav, index = 102, energy = 0.001352
    audio name = 237-126133-0019.wav, index = 313, energy = 0.000773
    audio name = 237-126133-0004.wav, index = 193, energy = 0.001917
    audio name = 237-126133-0024.wav, index = 101, energy = 0.001662
    audio name = 237-126133-0006.wav, index = 108, energy = 0.001985
    audio name = 237-126133-0005.wav, index = 479, energy = 0.001454
    audio name = 237-126133-0011.wav, index = 285, energy = 0.001196
    audio name = 237-126133-0014.wav, index = 58, energy = 0.001131
    audio name = 237-126133-0009.wav, index = 10, energy = 0.001816
    audio name = 237-126133-0017.wav, index = 577, energy = 0.002048
    audio name = 237-126133-0003.wav, index = 409, energy = 0.000998
    audio name = 237-126133-0002.wav, index = 432, energy = 0.000860
    audio name = 237-126133-0020.wav, index = 195, energy = 0.001598
    audio name = 6930-75918-0020.wav, index = 1096, energy = 0.000658
    audio name = 6930-76324-0000.wav, index = 40, energy = 0.001492
    audio name = 6930-75918-0004.wav, index = 269, energy = 0.001202
    audio name = 6930-76324-0002.wav, index = 201, energy = 0.001727
    audio name = 6930-75918-0011.wav, index = 234, energy = 0.001680
    audio name = 6930-75918-0017.wav, index = 470, energy = 0.001216
    audio name = 6930-75918-0006.wav, index = 429, energy = 0.001352
    audio name = 6930-75918-0000.wav, index = 152, energy = 0.002190
    audio name = 6930-76324-0003.wav, index = 248, energy = 0.001921
    audio name = 6930-75918-0010.wav, index = 186, energy = 0.002172
    audio name = 6930-75918-0007.wav, index = 164, energy = 0.001296
    audio name = 6930-75918-0001.wav, index = 208, energy = 0.000791
    audio name = 6930-75918-0016.wav, index = 987, energy = 0.001022
    audio name = 6930-75918-0008.wav, index = 98, energy = 0.001777
    audio name = 6930-75918-0015.wav, index = 380, energy = 0.000926
    audio name = 6930-76324-0001.wav, index = 314, energy = 0.001152
    audio name = 6930-75918-0013.wav, index = 287, energy = 0.001266
    audio name = 6930-75918-0002.wav, index = 441, energy = 0.001254
    audio name = 6930-75918-0014.wav, index = 237, energy = 0.000773
    audio name = 6930-75918-0009.wav, index = 712, energy = 0.000985
    audio name = 6930-75918-0005.wav, index = 315, energy = 0.001005
    audio name = 6930-75918-0018.wav, index = 1049, energy = 0.001494
    audio name = 6930-75918-0012.wav, index = 180, energy = 0.002323
    audio name = 6930-75918-0003.wav, index = 950, energy = 0.000889
    audio name = 6930-75918-0019.wav, index = 274, energy = 0.001009


spk = 5142

  Results for legal audios:

    audio name = 5142-33396-0057.wav, index = 72, energy = 0.000002
    audio name = 5142-33396-0068.wav, index = 309, energy = 0.000002
    audio name = 5142-33396-0038.wav, index = 189, energy = 0.000011
    audio name = 5142-36377-0025.wav, index = 729, energy = 0.000000
    audio name = 5142-33396-0028.wav, index = 15, energy = 0.000008
    audio name = 5142-33396-0048.wav, index = 13, energy = 0.000014
    audio name = 5142-33396-0008.wav, index = 106, energy = 0.000014
    audio name = 5142-33396-0029.wav, index = 76, energy = 0.000006
    audio name = 5142-36377-0006.wav, index = 262, energy = 0.000003
    audio name = 5142-36377-0007.wav, index = 126, energy = 0.000003
    audio name = 5142-33396-0006.wav, index = 283, energy = 0.000010
    audio name = 5142-33396-0058.wav, index = 145, energy = 0.000012
    audio name = 5142-33396-0011.wav, index = 193, energy = 0.000013
    audio name = 5142-33396-0043.wav, index = 269, energy = 0.000003
    audio name = 5142-33396-0013.wav, index = 9, energy = 0.000013
    audio name = 5142-36377-0005.wav, index = 407, energy = 0.000003
    audio name = 5142-33396-0000.wav, index = 179, energy = 0.000013
    audio name = 5142-33396-0027.wav, index = 127, energy = 0.000004
    audio name = 5142-36586-0003.wav, index = 46, energy = 0.000002
    audio name = 5142-36586-0004.wav, index = 87, energy = 0.000001
    audio name = 5142-36377-0021.wav, index = 1048, energy = 0.000002
    audio name = 5142-36377-0018.wav, index = 204, energy = 0.000022
    audio name = 5142-33396-0033.wav, index = 439, energy = 0.000001
    audio name = 5142-33396-0066.wav, index = 62, energy = 0.000004
    audio name = 5142-33396-0004.wav, index = 168, energy = 0.000012
    audio name = 5142-33396-0022.wav, index = 220, energy = 0.000006
    audio name = 5142-33396-0016.wav, index = 171, energy = 0.000014
    audio name = 5142-33396-0041.wav, index = 156, energy = 0.000009
    audio name = 5142-33396-0024.wav, index = 51, energy = 0.000007
    audio name = 5142-33396-0025.wav, index = 291, energy = 0.000012
    audio name = 5142-33396-0044.wav, index = 381, energy = 0.000003
    audio name = 5142-36377-0012.wav, index = 212, energy = 0.000003
    audio name = 5142-36377-0008.wav, index = 10, energy = 0.000000
    audio name = 5142-33396-0067.wav, index = 426, energy = 0.000001
    audio name = 5142-33396-0017.wav, index = 31, energy = 0.000013
    audio name = 5142-33396-0032.wav, index = 550, energy = 0.000012
    audio name = 5142-33396-0042.wav, index = 243, energy = 0.000002
    audio name = 5142-33396-0062.wav, index = 46, energy = 0.000003
    audio name = 5142-33396-0061.wav, index = 195, energy = 0.000016
    audio name = 5142-33396-0023.wav, index = 21, energy = 0.000013
    audio name = 5142-36377-0023.wav, index = 5, energy = 0.000000
    audio name = 5142-33396-0007.wav, index = 358, energy = 0.000013
    audio name = 5142-33396-0001.wav, index = 227, energy = 0.000013
    audio name = 5142-36377-0013.wav, index = 616, energy = 0.000002
    audio name = 5142-36377-0024.wav, index = 0, energy = 0.000000
    audio name = 5142-36377-0019.wav, index = 15, energy = 0.000000
    audio name = 5142-33396-0031.wav, index = 548, energy = 0.000007
    audio name = 5142-36377-0011.wav, index = 95, energy = 0.000002
    audio name = 5142-33396-0052.wav, index = 430, energy = 0.000003
    audio name = 5142-36377-0017.wav, index = 0, energy = 0.000000
    audio name = 5142-33396-0053.wav, index = 344, energy = 0.000004
    audio name = 5142-33396-0040.wav, index = 58, energy = 0.000005
    audio name = 5142-36377-0022.wav, index = 1068, energy = 0.000003
    audio name = 5142-33396-0060.wav, index = 188, energy = 0.000012
    audio name = 5142-33396-0035.wav, index = 297, energy = 0.000011
    audio name = 5142-36377-0003.wav, index = 52, energy = 0.000003
    audio name = 5142-33396-0012.wav, index = 76, energy = 0.000004
    audio name = 5142-33396-0030.wav, index = 229, energy = 0.000012
    audio name = 5142-36600-0000.wav, index = 171, energy = 0.000001
    audio name = 5142-36377-0010.wav, index = 319, energy = 0.000001
    audio name = 5142-36377-0015.wav, index = 47, energy = 0.000006
    audio name = 5142-33396-0059.wav, index = 198, energy = 0.000007
    audio name = 5142-33396-0064.wav, index = 195, energy = 0.000007
    audio name = 5142-36586-0002.wav, index = 140, energy = 0.000004
    audio name = 5142-33396-0046.wav, index = 215, energy = 0.000002
    audio name = 5142-33396-0034.wav, index = 536, energy = 0.000005
    audio name = 5142-33396-0036.wav, index = 246, energy = 0.000011
    audio name = 5142-33396-0056.wav, index = 90, energy = 0.000012
    audio name = 5142-33396-0009.wav, index = 42, energy = 0.000010
    audio name = 5142-36377-0000.wav, index = 97, energy = 0.000002
    audio name = 5142-36586-0000.wav, index = 11, energy = 0.000000
    audio name = 5142-33396-0045.wav, index = 119, energy = 0.000006
    audio name = 5142-36377-0016.wav, index = 181, energy = 0.000002
    audio name = 5142-33396-0039.wav, index = 192, energy = 0.000011
    audio name = 5142-36377-0004.wav, index = 166, energy = 0.000002
    audio name = 5142-33396-0020.wav, index = 207, energy = 0.000008
    audio name = 5142-33396-0014.wav, index = 210, energy = 0.000003
    audio name = 5142-33396-0015.wav, index = 323, energy = 0.000009
    audio name = 5142-36377-0002.wav, index = 43, energy = 0.000004
    audio name = 5142-33396-0049.wav, index = 88, energy = 0.000007
    audio name = 5142-36377-0009.wav, index = 4, energy = 0.000001
    audio name = 5142-33396-0026.wav, index = 234, energy = 0.000013
    audio name = 5142-33396-0065.wav, index = 7, energy = 0.000004
    audio name = 5142-33396-0002.wav, index = 353, energy = 0.000013
    audio name = 5142-33396-0019.wav, index = 451, energy = 0.000010
    audio name = 5142-33396-0021.wav, index = 62, energy = 0.000006
    audio name = 5142-36377-0020.wav, index = 0, energy = 0.000001
    audio name = 5142-36586-0001.wav, index = 31, energy = 0.000003
    audio name = 5142-33396-0055.wav, index = 39, energy = 0.000005
    audio name = 5142-33396-0018.wav, index = 80, energy = 0.000012
    audio name = 5142-33396-0010.wav, index = 39, energy = 0.000008
    audio name = 5142-33396-0063.wav, index = 16, energy = 0.000012
    audio name = 5142-36377-0014.wav, index = 1881, energy = 0.000002
    audio name = 5142-36377-0001.wav, index = 42, energy = 0.000004
    audio name = 5142-33396-0050.wav, index = 145, energy = 0.000004
    audio name = 5142-33396-0005.wav, index = 7, energy = 0.000013
    audio name = 5142-33396-0003.wav, index = 281, energy = 0.000005
    audio name = 5142-33396-0054.wav, index = 77, energy = 0.000002
    audio name = 5142-33396-0047.wav, index = 235, energy = 0.000010
    audio name = 5142-33396-0037.wav, index = 91, energy = 0.000008

  Results for adversarial audios:

    audio name = 260-123286-0008.wav, index = 338, energy = 0.001012
    audio name = 260-123286-0019.wav, index = 307, energy = 0.000873
    audio name = 260-123286-0003.wav, index = 92, energy = 0.000750
    audio name = 260-123286-0005.wav, index = 68, energy = 0.001155
    audio name = 260-123286-0014.wav, index = 291, energy = 0.001291
    audio name = 260-123286-0016.wav, index = 675, energy = 0.000906
    audio name = 260-123286-0015.wav, index = 486, energy = 0.000746
    audio name = 260-123286-0021.wav, index = 30, energy = 0.001147
    audio name = 260-123286-0018.wav, index = 401, energy = 0.000964
    audio name = 260-123286-0001.wav, index = 265, energy = 0.001268
    audio name = 260-123286-0012.wav, index = 43, energy = 0.000845
    audio name = 260-123286-0009.wav, index = 180, energy = 0.000742
    audio name = 260-123286-0010.wav, index = 119, energy = 0.001008
    audio name = 260-123286-0013.wav, index = 220, energy = 0.001155
    audio name = 260-123286-0020.wav, index = 138, energy = 0.001031
    audio name = 260-123286-0022.wav, index = 3, energy = 0.001134
    audio name = 260-123286-0002.wav, index = 285, energy = 0.000940
    audio name = 260-123286-0024.wav, index = 229, energy = 0.001218
    audio name = 260-123286-0017.wav, index = 34, energy = 0.001023
    audio name = 260-123286-0004.wav, index = 313, energy = 0.001127
    audio name = 260-123286-0023.wav, index = 365, energy = 0.001004
    audio name = 260-123286-0011.wav, index = 29, energy = 0.001157
    audio name = 260-123286-0007.wav, index = 447, energy = 0.000906
    audio name = 260-123286-0000.wav, index = 570, energy = 0.000908
    audio name = 260-123286-0006.wav, index = 28, energy = 0.000559
    audio name = 6829-68769-0008.wav, index = 451, energy = 0.001058
    audio name = 6829-68769-0001.wav, index = 905, energy = 0.001110
    audio name = 6829-68769-0017.wav, index = 3, energy = 0.001273
    audio name = 6829-68769-0006.wav, index = 478, energy = 0.000984
    audio name = 6829-68769-0014.wav, index = 204, energy = 0.001050
    audio name = 6829-68769-0020.wav, index = 61, energy = 0.001077
    audio name = 6829-68769-0022.wav, index = 219, energy = 0.001253
    audio name = 6829-68769-0010.wav, index = 299, energy = 0.001549
    audio name = 6829-68769-0000.wav, index = 1153, energy = 0.001016
    audio name = 6829-68769-0005.wav, index = 35, energy = 0.000921
    audio name = 6829-68769-0019.wav, index = 18, energy = 0.001405
    audio name = 6829-68769-0018.wav, index = 406, energy = 0.000893
    audio name = 6829-68769-0004.wav, index = 17, energy = 0.001194
    audio name = 6829-68769-0007.wav, index = 348, energy = 0.001309
    audio name = 6829-68769-0013.wav, index = 29, energy = 0.001180
    audio name = 6829-68769-0003.wav, index = 82, energy = 0.001079
    audio name = 6829-68769-0023.wav, index = 452, energy = 0.001095
    audio name = 6829-68769-0016.wav, index = 55, energy = 0.001117
    audio name = 6829-68769-0024.wav, index = 177, energy = 0.000794
    audio name = 6829-68769-0009.wav, index = 117, energy = 0.001330
    audio name = 6829-68769-0011.wav, index = 432, energy = 0.000955
    audio name = 6829-68769-0002.wav, index = 105, energy = 0.001272
    audio name = 6829-68769-0015.wav, index = 509, energy = 0.001051
    audio name = 6829-68769-0012.wav, index = 291, energy = 0.001172
    audio name = 6829-68769-0021.wav, index = 131, energy = 0.001039
    audio name = 237-126133-0023.wav, index = 389, energy = 0.000954
    audio name = 237-126133-0012.wav, index = 429, energy = 0.001185
    audio name = 237-126133-0001.wav, index = 1160, energy = 0.000667
    audio name = 237-126133-0018.wav, index = 236, energy = 0.001790
    audio name = 237-126133-0000.wav, index = 761, energy = 0.001255
    audio name = 237-126133-0007.wav, index = 123, energy = 0.001438
    audio name = 237-126133-0013.wav, index = 198, energy = 0.001577
    audio name = 237-126133-0008.wav, index = 305, energy = 0.001255
    audio name = 237-126133-0019.wav, index = 689, energy = 0.001115
    audio name = 237-126133-0024.wav, index = 564, energy = 0.001299
    audio name = 237-126133-0022.wav, index = 340, energy = 0.001812
    audio name = 237-126133-0005.wav, index = 478, energy = 0.001383
    audio name = 237-126133-0011.wav, index = 488, energy = 0.001333
    audio name = 237-126133-0014.wav, index = 363, energy = 0.001081
    audio name = 237-126133-0009.wav, index = 348, energy = 0.001651
    audio name = 237-126133-0017.wav, index = 209, energy = 0.001552
    audio name = 237-126133-0003.wav, index = 9, energy = 0.001094
    audio name = 237-126133-0002.wav, index = 151, energy = 0.001233
    audio name = 237-126133-0020.wav, index = 88, energy = 0.001746
    audio name = 6930-75918-0020.wav, index = 1143, energy = 0.000813
    audio name = 6930-76324-0000.wav, index = 240, energy = 0.000987
    audio name = 6930-75918-0004.wav, index = 602, energy = 0.000784
    audio name = 6930-76324-0002.wav, index = 191, energy = 0.000852
    audio name = 6930-75918-0011.wav, index = 241, energy = 0.001343
    audio name = 6930-75918-0017.wav, index = 116, energy = 0.000731
    audio name = 6930-75918-0006.wav, index = 430, energy = 0.000831
    audio name = 6930-75918-0000.wav, index = 191, energy = 0.001334
    audio name = 6930-76324-0003.wav, index = 302, energy = 0.001060
    audio name = 6930-75918-0010.wav, index = 170, energy = 0.000923
    audio name = 6930-75918-0007.wav, index = 23, energy = 0.001054
    audio name = 6930-75918-0001.wav, index = 1128, energy = 0.000846
    audio name = 6930-75918-0016.wav, index = 826, energy = 0.000971
    audio name = 6930-75918-0008.wav, index = 230, energy = 0.001182
    audio name = 6930-75918-0015.wav, index = 285, energy = 0.000881
    audio name = 6930-76324-0001.wav, index = 165, energy = 0.001003
    audio name = 6930-75918-0013.wav, index = 197, energy = 0.001279
    audio name = 6930-75918-0002.wav, index = 265, energy = 0.000816
    audio name = 6930-75918-0014.wav, index = 1592, energy = 0.000960
    audio name = 6930-75918-0009.wav, index = 502, energy = 0.001069
    audio name = 6930-75918-0005.wav, index = 1303, energy = 0.000899
    audio name = 6930-75918-0018.wav, index = 844, energy = 0.001026
    audio name = 6930-75918-0012.wav, index = 10, energy = 0.001508
    audio name = 6930-75918-0003.wav, index = 2148, energy = 0.000816
    audio name = 6930-75918-0019.wav, index = 43, energy = 0.001106


spk = 61

  Results for legal audios:

    audio name = 61-70968-0051.wav, index = 22, energy = 0.000070
    audio name = 61-70968-0025.wav, index = 34, energy = 0.000124
    audio name = 61-70970-0026.wav, index = 21, energy = 0.000075
    audio name = 61-70968-0050.wav, index = 105, energy = 0.000111
    audio name = 61-70968-0034.wav, index = 28, energy = 0.000151
    audio name = 61-70968-0044.wav, index = 3, energy = 0.000115
    audio name = 61-70968-0040.wav, index = 11, energy = 0.000104
