Results for illegal audios:

    audio name = 260-123286-0008.wav, index = 23, energy = 0.000000
    audio name = 237-126133-0008.wav, index = 381, energy = 0.000043
    audio name = 237-126133-0019.wav, index = 45, energy = 0.000043
    audio name = 237-126133-0004.wav, index = 285, energy = 0.000054
    audio name = 237-126133-0024.wav, index = 384, energy = 0.000040
    audio name = 237-126133-0022.wav, index = 389, energy = 0.000042
    audio name = 237-126133-0006.wav, index = 36, energy = 0.000052
    audio name = 237-126133-0021.wav, index = 416, energy = 0.000038
    audio name = 237-126133-0005.wav, index = 462, energy = 0.000035
    audio name = 237-126133-0011.wav, index = 479, energy = 0.000047
    audio name = 237-126133-0014.wav, index = 133, energy = 0.000039
    audio name = 237-126133-0009.wav, index = 382, energy = 0.000045
    audio name = 237-126133-0017.wav, index = 15, energy = 0.000049
    audio name = 237-126133-0003.wav, index = 623, energy = 0.000051
    audio name = 237-126133-0002.wav, index = 885, energy = 0.000038
    audio name = 237-126133-0020.wav, index = 206, energy = 0.000039
    audio name = 6930-75918-0020.wav, index = 9, energy = 0.000008
    audio name = 6930-76324-0000.wav, index = 299, energy = 0.000007
    audio name = 6930-75918-0004.wav, index = 1084, energy = 0.000014
    audio name = 6930-76324-0002.wav, index = 50, energy = 0.000023
    audio name = 6930-75918-0011.wav, index = 279, energy = 0.000015
    audio name = 6930-75918-0017.wav, index = 606, energy = 0.000011
    audio name = 6930-75918-0006.wav, index = 570, energy = 0.000019
    audio name = 6930-75918-0000.wav, index = 342, energy = 0.000014
    audio name = 6930-76324-0003.wav, index = 145, energy = 0.000015
    audio name = 6930-75918-0010.wav, index = 280, energy = 0.000008
    audio name = 6930-75918-0007.wav, index = 310, energy = 0.000005
    audio name = 6930-75918-0001.wav, index = 1417, energy = 0.000019
    audio name = 6930-75918-0016.wav, index = 983, energy = 0.000011
    audio name = 6930-75918-0008.wav, index = 335, energy = 0.000013
    audio name = 6930-75918-0015.wav, index = 373, energy = 0.000013
    audio name = 6930-76324-0001.wav, index = 305, energy = 0.000024
    audio name = 6930-75918-0013.wav, index = 2, energy = 0.000009
    audio name = 6930-75918-0002.wav, index = 460, energy = 0.000015
    audio name = 6930-75918-0014.wav, index = 34, energy = 0.000014
    audio name = 6930-75918-0009.wav, index = 707, energy = 0.000010
    audio name = 6930-75918-0005.wav, index = 1278, energy = 0.000008
    audio name = 6930-75918-0018.wav, index = 1059, energy = 0.000010
    audio name = 6930-75918-0012.wav, index = 189, energy = 0.000010
    audio name = 6930-75918-0003.wav, index = 2301, energy = 0.000012
    audio name = 6930-75918-0019.wav, index = 559, energy = 0.000010

spk = 1580

  Results for legal audios:

    audio name = 1580-141084-0001.wav, index = 297, energy = 0.000034
    audio name = 1580-141083-0003.wav, index = 115, energy = 0.000059
    audio name = 1580-141083-0047.wav, index = 34, energy = 0.000057
    audio name = 1580-141083-0040.wav, index = 25, energy = 0.000044
    audio name = 1580-141083-0018.wav, index = 223, energy = 0.000084
    audio name = 1580-141083-0029.wav, index = 924, energy = 0.000042
    audio name = 1580-141084-0025.wav, index = 0, energy = 0.000029
    audio name = 1580-141083-0042.wav, index = 567, energy = 0.000036
    audio name = 1580-141084-0019.wav, index = 31, energy = 0.000044
    audio name = 1580-141084-0033.wav, index = 552, energy = 0.000030
    audio name = 1580-141083-0017.wav, index = 190, energy = 0.000044
    audio name = 1580-141083-0051.wav, index = 25, energy = 0.000047
    audio name = 1580-141084-0045.wav, index = 13, energy = 0.000051
    audio name = 1580-141083-0037.wav, index = 236, energy = 0.000066
    audio name = 1580-141084-0044.wav, index = 278, energy = 0.000037
    audio name = 1580-141084-0020.wav, index = 276, energy = 0.000025
    audio name = 1580-141083-0050.wav, index = 291, energy = 0.000058
    audio name = 1580-141083-0009.wav, index = 682, energy = 0.000090
    audio name = 1580-141084-0040.wav, index = 570, energy = 0.000033
    audio name = 1580-141084-0000.wav, index = 433, energy = 0.000033
    audio name = 1580-141084-0027.wav, index = 147, energy = 0.000032
    audio name = 1580-141084-0024.wav, index = 772, energy = 0.000037
    audio name = 1580-141084-0002.wav, index = 14, energy = 0.000038
    audio name = 1580-141083-0045.wav, index = 31, energy = 0.000052
    audio name = 1580-141084-0007.wav, index = 23, energy = 0.000031
    audio name = 1580-141083-0052.wav, index = 20, energy = 0.000056
    audio name = 1580-141083-0023.wav, index = 300, energy = 0.000047
    audio name = 1580-141084-0030.wav, index = 26, energy = 0.000032
    audio name = 1580-141083-0036.wav, index = 358, energy = 0.000054
    audio name = 1580-141084-0049.wav, index = 375, energy = 0.000019
    audio name = 1580-141084-0004.wav, index = 484, energy = 0.000048
    audio name = 1580-141084-0039.wav, index = 0, energy = 0.000028
    audio name = 1580-141083-0021.wav, index = 362, energy = 0.000039
    audio name = 1580-141083-0015.wav, index = 276, energy = 0.000044
    audio name = 1580-141084-0029.wav, index = 497, energy = 0.000040
    audio name = 1580-141083-0004.wav, index = 405, energy = 0.000073
    audio name = 1580-141083-0020.wav, index = 116, energy = 0.000050
    audio name = 1580-141083-0006.wav, index = 1044, energy = 0.000093
    audio name = 1580-141083-0033.wav, index = 160, energy = 0.000066
    audio name = 1580-141083-0005.wav, index = 245, energy = 0.000060
    audio name = 1580-141083-0053.wav, index = 390, energy = 0.000061
    audio name = 1580-141083-0035.wav, index = 227, energy = 0.000062
    audio name = 1580-141084-0037.wav, index = 272, energy = 0.000035
    audio name = 1580-141083-0013.wav, index = 417, energy = 0.000052
    audio name = 1580-141083-0041.wav, index = 341, energy = 0.000038
    audio name = 1580-141083-0026.wav, index = 52, energy = 0.000055
    audio name = 1580-141083-0034.wav, index = 19, energy = 0.000052
    audio name = 1580-141083-0001.wav, index = 1015, energy = 0.000073
    audio name = 1580-141084-0026.wav, index = 10, energy = 0.000033
    audio name = 1580-141084-0006.wav, index = 17, energy = 0.000061
    audio name = 1580-141083-0011.wav, index = 36, energy = 0.000072
    audio name = 1580-141084-0009.wav, index = 22, energy = 0.000032
    audio name = 1580-141083-0031.wav, index = 22, energy = 0.000048
    audio name = 1580-141084-0038.wav, index = 160, energy = 0.000027
    audio name = 1580-141084-0032.wav, index = 18, energy = 0.000040
    audio name = 1580-141083-0010.wav, index = 91, energy = 0.000084
    audio name = 1580-141083-0025.wav, index = 0, energy = 0.000064
    audio name = 1580-141083-0046.wav, index = 11, energy = 0.000029
    audio name = 1580-141083-0032.wav, index = 396, energy = 0.000074
    audio name = 1580-141084-0041.wav, index = 779, energy = 0.000029
    audio name = 1580-141084-0028.wav, index = 226, energy = 0.000033
    audio name = 1580-141084-0011.wav, index = 49, energy = 0.000045
    audio name = 1580-141083-0049.wav, index = 203, energy = 0.000035
    audio name = 1580-141083-0022.wav, index = 326, energy = 0.000056
    audio name = 1580-141084-0022.wav, index = 192, energy = 0.000040
    audio name = 1580-141083-0038.wav, index = 155, energy = 0.000023
    audio name = 1580-141083-0027.wav, index = 32, energy = 0.000054
    audio name = 1580-141083-0016.wav, index = 221, energy = 0.000050
    audio name = 1580-141084-0014.wav, index = 363, energy = 0.000025
    audio name = 1580-141083-0007.wav, index = 175, energy = 0.000126
    audio name = 1580-141083-0048.wav, index = 20, energy = 0.000045
    audio name = 1580-141084-0017.wav, index = 91, energy = 0.000058
    audio name = 1580-141084-0013.wav, index = 190, energy = 0.000037
    audio name = 1580-141083-0043.wav, index = 252, energy = 0.000053
    audio name = 1580-141084-0042.wav, index = 11, energy = 0.000031
    audio name = 1580-141084-0015.wav, index = 175, energy = 0.000032
    audio name = 1580-141084-0016.wav, index = 113, energy = 0.000039
    audio name = 1580-141084-0043.wav, index = 198, energy = 0.000026
    audio name = 1580-141083-0028.wav, index = 253, energy = 0.000045
    audio name = 1580-141084-0012.wav, index = 37, energy = 0.000037
    audio name = 1580-141083-0012.wav, index = 346, energy = 0.000055
    audio name = 1580-141084-0010.wav, index = 348, energy = 0.000023
    audio name = 1580-141084-0046.wav, index = 227, energy = 0.000033
    audio name = 1580-141083-0039.wav, index = 366, energy = 0.000037
    audio name = 1580-141083-0030.wav, index = 16, energy = 0.000061
    audio name = 1580-141083-0024.wav, index = 243, energy = 0.000055
    audio name = 1580-141083-0014.wav, index = 254, energy = 0.000064
    audio name = 1580-141084-0003.wav, index = 381, energy = 0.000033
    audio name = 1580-141084-0008.wav, index = 657, energy = 0.000037
    audio name = 1580-141084-0018.wav, index = 128, energy = 0.000025
    audio name = 1580-141083-0008.wav, index = 424, energy = 0.000084
    audio name = 1580-141084-0034.wav, index = 27, energy = 0.000036
    audio name = 1580-141084-0023.wav, index = 847, energy = 0.000027
    audio name = 1580-141084-0021.wav, index = 239, energy = 0.000033
    audio name = 1580-141083-0019.wav, index = 8, energy = 0.000053
    audio name = 1580-141084-0047.wav, index = 482, energy = 0.000037
    audio name = 1580-141083-0044.wav, index = 220, energy = 0.000038
    audio name = 1580-141084-0035.wav, index = 244, energy = 0.000020
    audio name = 1580-141083-0002.wav, index = 586, energy = 0.000099
    audio name = 1580-141083-0000.wav, index = 878, energy = 0.000043
    audio name = 1580-141084-0031.wav, index = 642, energy = 0.000021
    audio name = 1580-141084-0036.wav, index = 29, energy = 0.000044
    audio name = 1580-141084-0005.wav, index = 245, energy = 0.000037

  Results for adversarial audios:

    audio name = 260-123286-0008.wav, index = 7, energy = 0.000062
    audio name = 260-123286-0019.wav, index = 41, energy = 0.000051
    audio name = 260-123286-0003.wav, index = 305, energy = 0.000047
    audio name = 260-123286-0005.wav, index = 21, energy = 0.000063
    audio name = 260-123286-0014.wav, index = 37, energy = 0.000054
    audio name = 260-123286-0016.wav, index = 39, energy = 0.000054
    audio name = 260-123286-0015.wav, index = 508, energy = 0.000055
    audio name = 260-123286-0021.wav, index = 251, energy = 0.000059
    audio name = 260-123286-0018.wav, index = 53, energy = 0.000059
    audio name = 260-123286-0001.wav, index = 301, energy = 0.000053
    audio name = 260-123286-0012.wav, index = 234, energy = 0.000040
    audio name = 260-123286-0009.wav, index = 38, energy = 0.000053
    audio name = 260-123286-0010.wav, index = 254, energy = 0.000052
    audio name = 260-123286-0013.wav, index = 25, energy = 0.000064
    audio name = 260-123286-0020.wav, index = 41, energy = 0.000042
    audio name = 260-123286-0022.wav, index = 2, energy = 0.000066
    audio name = 260-123286-0002.wav, index = 627, energy = 0.000038
    audio name = 260-123286-0024.wav, index = 39, energy = 0.000063
    audio name = 260-123286-0017.wav, index = 13, energy = 0.000055
    audio name = 260-123286-0004.wav, index = 31, energy = 0.000055
    audio name = 260-123286-0023.wav, index = 12, energy = 0.000055
    audio name = 260-123286-0011.wav, index = 18, energy = 0.000065
    audio name = 260-123286-0007.wav, index = 0, energy = 0.000072
    audio name = 260-123286-0000.wav, index = 295, energy = 0.000036
    audio name = 260-123286-0006.wav, index = 25, energy = 0.000052
    audio name = 6829-68769-0008.wav, index = 437, energy = 0.000076
    audio name = 6829-68769-0001.wav, index = 770, energy = 0.000072
    audio name = 6829-68769-0017.wav, index = 11, energy = 0.000120
    audio name = 6829-68769-0006.wav, index = 228, energy = 0.000083
    audio name = 6829-68769-0014.wav, index = 138, energy = 0.000102
    audio name = 6829-68769-0020.wav, index = 17, energy = 0.000064
    audio name = 6829-68769-0022.wav, index = 225, energy = 0.000094
    audio name = 6829-68769-0010.wav, index = 256, energy = 0.000074
    audio name = 6829-68769-0000.wav, index = 15, energy = 0.000067
    audio name = 6829-68769-0005.wav, index = 650, energy = 0.000064
    audio name = 6829-68769-0019.wav, index = 101, energy = 0.000233
    audio name = 6829-68769-0018.wav, index = 26, energy = 0.000059
    audio name = 6829-68769-0004.wav, index = 22, energy = 0.000112
    audio name = 6829-68769-0007.wav, index = 363, energy = 0.000084
    audio name = 6829-68769-0013.wav, index = 181, energy = 0.000077
    audio name = 6829-68769-0003.wav, index = 14, energy = 0.000094
    audio name = 6829-68769-0023.wav, index = 473, energy = 0.000094
    audio name = 6829-68769-0016.wav, index = 376, energy = 0.000045
    audio name = 6829-68769-0024.wav, index = 462, energy = 0.000099
    audio name = 6829-68769-0009.wav, index = 117, energy = 0.000123
    audio name = 6829-68769-0011.wav, index = 305, energy = 0.000085
    audio name = 6829-68769-0002.wav, index = 15, energy = 0.000085
    audio name = 6829-68769-0015.wav, index = 510, energy = 0.000078
    audio name = 6829-68769-0012.wav, index = 20, energy = 0.000103
    audio name = 6829-68769-0021.wav, index = 289, energy = 0.000107
    audio name = 237-126133-0015.wav, index = 703, energy = 0.000084
    audio name = 237-126133-0023.wav, index = 107, energy = 0.000150
    audio name = 237-126133-0012.wav, index = 88, energy = 0.000118
    audio name = 237-126133-0001.wav, index = 9, energy = 0.000125
    audio name = 237-126133-0018.wav, index = 243, energy = 0.000105
    audio name = 237-126133-0000.wav, index = 1143, energy = 0.000108
    audio name = 237-126133-0007.wav, index = 45, energy = 0.000142
    audio name = 237-126133-0013.wav, index = 339, energy = 0.000098
    audio name = 237-126133-0010.wav, index = 117, energy = 0.000108
    audio name = 237-126133-0016.wav, index = 351, energy = 0.000093
    audio name = 237-126133-0008.wav, index = 364, energy = 0.000232
    audio name = 237-126133-0019.wav, index = 13, energy = 0.000070
    audio name = 237-126133-0006.wav, index = 248, energy = 0.000169
    audio name = 237-126133-0021.wav, index = 419, energy = 0.000087
    audio name = 237-126133-0005.wav, index = 452, energy = 0.000078
    audio name = 237-126133-0011.wav, index = 44, energy = 0.000091
    audio name = 237-126133-0014.wav, index = 16, energy = 0.000115
    audio name = 237-126133-0009.wav, index = 382, energy = 0.000106
    audio name = 237-126133-0017.wav, index = 191, energy = 0.000119
    audio name = 237-126133-0003.wav, index = 233, energy = 0.000091
    audio name = 237-126133-0002.wav, index = 21, energy = 0.000095
    audio name = 237-126133-0020.wav, index = 216, energy = 0.000208
    audio name = 6930-75918-0020.wav, index = 266, energy = 0.000071
    audio name = 6930-76324-0000.wav, index = 28, energy = 0.000075
    audio name = 6930-75918-0004.wav, index = 270, energy = 0.000068
    audio name = 6930-76324-0002.wav, index = 422, energy = 0.000099
    audio name = 6930-75918-0011.wav, index = 296, energy = 0.000067
    audio name = 6930-75918-0017.wav, index = 603, energy = 0.000073
    audio name = 6930-75918-0006.wav, index = 360, energy = 0.000084
    audio name = 6930-75918-0000.wav, index = 282, energy = 0.000105
    audio name = 6930-75918-0010.wav, index = 179, energy = 0.000090
    audio name = 6930-75918-0007.wav, index = 304, energy = 0.000099
    audio name = 6930-75918-0001.wav, index = 1130, energy = 0.000065
    audio name = 6930-75918-0016.wav, index = 964, energy = 0.000056
    audio name = 6930-75918-0008.wav, index = 449, energy = 0.000082
    audio name = 6930-75918-0015.wav, index = 613, energy = 0.000094
    audio name = 6930-76324-0001.wav, index = 305, energy = 0.000070
    audio name = 6930-75918-0013.wav, index = 0, energy = 0.000084
    audio name = 6930-75918-0002.wav, index = 43, energy = 0.000080
    audio name = 6930-75918-0014.wav, index = 157, energy = 0.000079
    audio name = 6930-75918-0009.wav, index = 708, energy = 0.000066
    audio name = 6930-75918-0005.wav, index = 1272, energy = 0.000067
    audio name = 6930-75918-0018.wav, index = 1056, energy = 0.000071
    audio name = 6930-75918-0012.wav, index = 166, energy = 0.000056
    audio name = 6930-75918-0003.wav, index = 1459, energy = 0.000075
    audio name = 6930-75918-0019.wav, index = 14, energy = 0.000064


spk = 2830

  Results for legal audios:

    audio name = 2830-3980-0076.wav, index = 467, energy = 0.000083
    audio name = 2830-3980-0048.wav, index = 1023, energy = 0.000064
    audio name = 2830-3980-0038.wav, index = 548, energy = 0.000052
    audio name = 2830-3980-0014.wav, index = 42, energy = 0.000078
    audio name = 2830-3980-0016.wav, index = 219, energy = 0.000082
    audio name = 2830-3980-0030.wav, index = 516, energy = 0.000075
    audio name = 2830-3980-0042.wav, index = 34, energy = 0.000068
    audio name = 2830-3980-0027.wav, index = 209, energy = 0.000054
    audio name = 2830-3979-0011.wav, index = 722, energy = 0.000024
    audio name = 2830-3980-0069.wav, index = 0, energy = 0.000047
    audio name = 2830-3980-0031.wav, index = 51, energy = 0.000054
    audio name = 2830-3980-0041.wav, index = 2, energy = 0.000049
    audio name = 2830-3980-0056.wav, index = 16, energy = 0.000076
    audio name = 2830-3980-0017.wav, index = 161, energy = 0.000064
    audio name = 2830-3980-0020.wav, index = 336, energy = 0.000068
    audio name = 2830-3980-0008.wav, index = 23, energy = 0.000010
    audio name = 2830-3980-0011.wav, index = 404, energy = 0.000049
    audio name = 2830-3980-0013.wav, index = 23, energy = 0.000052
    audio name = 2830-3980-0000.wav, index = 32, energy = 0.000012
    audio name = 2830-3980-0070.wav, index = 215, energy = 0.000050
    audio name = 2830-3980-0036.wav, index = 571, energy = 0.000050
    audio name = 2830-3980-0060.wav, index = 6, energy = 0.000125
    audio name = 2830-3979-0003.wav, index = 801, energy = 0.000026
    audio name = 2830-3979-0008.wav, index = 925, energy = 0.000020
    audio name = 2830-3980-0019.wav, index = 447, energy = 0.000068
    audio name = 2830-3980-0058.wav, index = 49, energy = 0.000064
    audio name = 2830-3980-0044.wav, index = 313, energy = 0.000076
    audio name = 2830-3980-0045.wav, index = 39, energy = 0.000079
    audio name = 2830-3979-0005.wav, index = 201, energy = 0.000030
    audio name = 2830-3980-0022.wav, index = 37, energy = 0.000070
    audio name = 2830-3980-0043.wav, index = 192, energy = 0.000087
    audio name = 2830-3980-0047.wav, index = 299, energy = 0.000084
    audio name = 2830-3980-0062.wav, index = 255, energy = 0.000068
    audio name = 2830-3980-0053.wav, index = 41, energy = 0.000050
    audio name = 2830-3980-0067.wav, index = 7, energy = 0.000069
    audio name = 2830-3980-0004.wav, index = 347, energy = 0.000010
    audio name = 2830-3979-0002.wav, index = 391, energy = 0.000032
    audio name = 2830-3979-0006.wav, index = 446, energy = 0.000029
    audio name = 2830-3980-0049.wav, index = 326, energy = 0.000063
    audio name = 2830-3980-0018.wav, index = 2, energy = 0.000072
    audio name = 2830-3980-0071.wav, index = 34, energy = 0.000047
    audio name = 2830-3979-0004.wav, index = 166, energy = 0.000026
    audio name = 2830-3980-0065.wav, index = 5, energy = 0.000062
    audio name = 2830-3980-0025.wav, index = 12, energy = 0.000035
    audio name = 2830-3980-0009.wav, index = 9, energy = 0.000014
    audio name = 2830-3980-0001.wav, index = 27, energy = 0.000011
    audio name = 2830-3980-0040.wav, index = 2, energy = 0.000076
    audio name = 2830-3979-0009.wav, index = 22, energy = 0.000031
    audio name = 2830-3980-0066.wav, index = 579, energy = 0.000070
    audio name = 2830-3980-0023.wav, index = 593, energy = 0.000053
    audio name = 2830-3980-0073.wav, index = 365, energy = 0.000041
    audio name = 2830-3980-0054.wav, index = 652, energy = 0.000066
    audio name = 2830-3980-0012.wav, index = 168, energy = 0.000036
    audio name = 2830-3980-0051.wav, index = 609, energy = 0.000055
    audio name = 2830-3980-0064.wav, index = 38, energy = 0.000058
    audio name = 2830-3979-0007.wav, index = 129, energy = 0.000024
    audio name = 2830-3980-0046.wav, index = 2, energy = 0.000064
    audio name = 2830-3980-0007.wav, index = 11, energy = 0.000008
    audio name = 2830-3979-0001.wav, index = 1589, energy = 0.000024
    audio name = 2830-3980-0021.wav, index = 2, energy = 0.000075
    audio name = 2830-3979-0000.wav, index = 486, energy = 0.000020
    audio name = 2830-3980-0026.wav, index = 12, energy = 0.000061
    audio name = 2830-3980-0074.wav, index = 553, energy = 0.000054
    audio name = 2830-3980-0057.wav, index = 780, energy = 0.000065
    audio name = 2830-3980-0063.wav, index = 209, energy = 0.000052
    audio name = 2830-3980-0061.wav, index = 582, energy = 0.000054
    audio name = 2830-3980-0028.wav, index = 343, energy = 0.000069
    audio name = 2830-3980-0032.wav, index = 334, energy = 0.000070
    audio name = 2830-3980-0059.wav, index = 48, energy = 0.000090
    audio name = 2830-3980-0015.wav, index = 259, energy = 0.000082
    audio name = 2830-3980-0072.wav, index = 178, energy = 0.000072
    audio name = 2830-3980-0033.wav, index = 8, energy = 0.000055
    audio name = 2830-3980-0034.wav, index = 283, energy = 0.000081
    audio name = 2830-3980-0003.wav, index = 29, energy = 0.000024
    audio name = 2830-3980-0035.wav, index = 32, energy = 0.000052
    audio name = 2830-3979-0010.wav, index = 25, energy = 0.000024
    audio name = 2830-3979-0012.wav, index = 333, energy = 0.000025
    audio name = 2830-3980-0005.wav, index = 584, energy = 0.000012
    audio name = 2830-3980-0039.wav, index = 49, energy = 0.000047
    audio name = 2830-3980-0024.wav, index = 52, energy = 0.000055
    audio name = 2830-3980-0029.wav, index = 20, energy = 0.000062
    audio name = 2830-3980-0006.wav, index = 2, energy = 0.000011
    audio name = 2830-3980-0002.wav, index = 23, energy = 0.000014
    audio name = 2830-3980-0068.wav, index = 487, energy = 0.000067
    audio name = 2830-3980-0052.wav, index = 25, energy = 0.000068
    audio name = 2830-3980-0050.wav, index = 24, energy = 0.000067
    audio name = 2830-3980-0055.wav, index = 376, energy = 0.000067
    audio name = 2830-3980-0037.wav, index = 0, energy = 0.000078
    audio name = 2830-3980-0010.wav, index = 305, energy = 0.000055

  Results for adversarial audios:

    audio name = 260-123286-0008.wav, index = 10, energy = 0.000063
    audio name = 260-123286-0019.wav, index = 19, energy = 0.000060
    audio name = 260-123286-0003.wav, index = 42, energy = 0.000057
    audio name = 260-123286-0005.wav, index = 476, energy = 0.000060
    audio name = 260-123286-0014.wav, index = 18, energy = 0.000047
    audio name = 260-123286-0016.wav, index = 37, energy = 0.000074
    audio name = 260-123286-0015.wav, index = 23, energy = 0.000045
    audio name = 260-123286-0021.wav, index = 235, energy = 0.000073
    audio name = 260-123286-0018.wav, index = 552, energy = 0.000065
    audio name = 260-123286-0001.wav, index = 14, energy = 0.000153
    audio name = 260-123286-0012.wav, index = 234, energy = 0.000102
    audio name = 260-123286-0009.wav, index = 1, energy = 0.000078
    audio name = 260-123286-0010.wav, index = 4, energy = 0.000092
    audio name = 260-123286-0013.wav, index = 466, energy = 0.000082
    audio name = 260-123286-0020.wav, index = 28, energy = 0.000045
    audio name = 260-123286-0022.wav, index = 21, energy = 0.000096
    audio name = 260-123286-0002.wav, index = 39, energy = 0.000053
    audio name = 260-123286-0024.wav, index = 50, energy = 0.000055
    audio name = 260-123286-0017.wav, index = 10, energy = 0.000065
    audio name = 260-123286-0004.wav, index = 323, energy = 0.000054
    audio name = 260-123286-0023.wav, index = 581, energy = 0.000069
    audio name = 260-123286-0011.wav, index = 19, energy = 0.000086
    audio name = 260-123286-0007.wav, index = 33, energy = 0.000073
    audio name = 260-123286-0000.wav, index = 577, energy = 0.000060
    audio name = 260-123286-0006.wav, index = 21, energy = 0.000042
    audio name = 6829-68769-0008.wav, index = 437, energy = 0.000067
    audio name = 6829-68769-0001.wav, index = 914, energy = 0.000098
    audio name = 6829-68769-0017.wav, index = 22, energy = 0.000102
    audio name = 6829-68769-0006.wav, index = 229, energy = 0.000070
    audio name = 6829-68769-0014.wav, index = 335, energy = 0.000076
    audio name = 6829-68769-0022.wav, index = 24, energy = 0.000141
    audio name = 6829-68769-0010.wav, index = 299, energy = 0.000261
    audio name = 6829-68769-0000.wav, index = 23, energy = 0.000066
    audio name = 6829-68769-0005.wav, index = 363, energy = 0.000104
    audio name = 6829-68769-0019.wav, index = 100, energy = 0.000102
    audio name = 6829-68769-0018.wav, index = 690, energy = 0.000072
    audio name = 6829-68769-0004.wav, index = 22, energy = 0.000086
    audio name = 6829-68769-0007.wav, index = 364, energy = 0.000210
    audio name = 6829-68769-0013.wav, index = 13, energy = 0.000189
    audio name = 6829-68769-0003.wav, index = 13, energy = 0.000077
    audio name = 6829-68769-0023.wav, index = 480, energy = 0.000113
    audio name = 6829-68769-0016.wav, index = 398, energy = 0.000065
    audio name = 6829-68769-0009.wav, index = 298, energy = 0.000176
    audio name = 6829-68769-0011.wav, index = 273, energy = 0.000075
    audio name = 6829-68769-0002.wav, index = 304, energy = 0.000168
    audio name = 6829-68769-0015.wav, index = 25, energy = 0.000117
    audio name = 6829-68769-0021.wav, index = 292, energy = 0.000104
    audio name = 237-126133-0015.wav, index = 875, energy = 0.000107
    audio name = 237-126133-0023.wav, index = 354, energy = 0.000101
